t1_pts|t2_pts|t1_result|t2_result|box_type|mp|t1_fgm|t1_fga|t1_fg_pct|t1_2pm|t1_2pa|t1_2p_pct|t1_3pm|t1_3pa|t1_3p_pct|t1_ftm|t1_fta|t1_ft_pct|t1_oreb|t1_dreb|t1_reb|t1_ast|t1_tov|t1_stl|t1_blk|t1_pf|t2_fgm|t2_fga|t2_fg_pct|t2_2pm|t2_2pa|t2_2p_pct|t2_3pm|t2_3pa|t2_3p_pct|t2_ftm|t2_fta|t2_ft_pct|t2_oreb|t2_dreb|t2_reb|t2_ast|t2_tov|t2_stl|t2_blk|t2_pf|pd_box|pt_box|t1_poss_cnt|t1_poss_sec|t1_poss_sdp|t1_fga_poss_prop|t1_2pa_poss_prop|t1_3pa_poss_prop|t1_fta_poss_prop|t1_fta_fga_rto|t1_efg_pct|t1_ts_pct|t1_oreb_reb_pct|t1_dreb_reb_pct|t1_tov_poss_pct|t1_pf_poss_pct|t2_poss_cnt|t2_poss_sec|t2_poss_sdp|t2_fga_poss_prop|t2_2pa_poss_prop|t2_3pa_poss_prop|t2_fta_poss_prop|t2_fta_fga_rto|t2_efg_pct|t2_ts_pct|t2_oreb_reb_pct|t2_dreb_reb_pct|t2_tov_poss_pct|t2_pf_poss_pct|pd_poss|pt_poss|uuid|league|date|team1|team2|season|g_type|t1_loc|t2_loc|t1_sea_g_played|t1_sea_g_played_h|t1_sea_g_played_a|t2_sea_g_played|t2_sea_g_played_h|t2_sea_g_played_a|t1_b2b|t2_b2b
107|93|1|-1|FT|48|36|83|0.43373493975903615|22|40|0.55|14|43|0.32558139534883723|21|23|0.9130434782608696|9|35|44|20|11|7|2|15|39|88|0.4431818181818182|33|62|0.532258064516129|6|26|0.2307692307692308|9|11|0.8181818181818182|8|33|41|23|11|5|4|17|-14|200|98.0|1396.0|14.244897959183671|0.8469387755102041|0.4081632653061225|0.4387755102040816|0.2346938775510204|0.27710843373493976|0.5180722891566265|0.6075403134226663|0.21428571428571427|0.813953488372093|0.11224489795918367|0.15306122448979592|98.0|1484.0|15.142857142857142|0.8979591836734694|0.6326530612244898|0.2653061224489796|0.11224489795918367|0.125|0.4772727272727273|0.5142667551426675|0.18604651162790695|0.7857142857142857|0.11224489795918367|0.17346938775510204|-0.14285714285714285|1.0204081632653061|7514|NBA|2019-03-03|CLE|ORL|201819|2|Home|Away|64|34|30|65|33|32|1|1
112|96|1|-1|FT|48|40|88|0.4545454545454545|17|33|0.5151515151515151|23|55|0.41818181818181815|9|9|1.0|7|38|45|27|9|6|3|21|32|84|0.3809523809523809|21|50|0.42|11|34|0.3235294117647059|21|30|0.7|9|35|44|20|6|6|4|13|-16|208|101.0|1411.0|13.970297029702971|0.8712871287128713|0.3267326732673267|0.5445544554455446|0.0891089108910891|0.10227272727272728|0.5852272727272727|0.6223605245610135|0.16666666666666666|0.8085106382978723|0.0891089108910891|0.2079207920792079|101.0|1469.0|14.544554455445544|0.8316831683168316|0.495049504950495|0.3366336633663366|0.297029702970297|0.35714285714285715|0.44642857142857145|0.5298013245033113|0.1914893617021277|0.8333333333333334|0.0594059405940594|0.1287128712871287|-0.1584158415841584|1.0297029702970297|9639|NBA|2021-03-21|BOS|ORL|202021|2|Home|Away|42|20|22|42|22|20|0|0
81|86|-1|1|FT|48|32|83|0.3855421686746988|23|45|0.5111111111111111|9|38|0.2368421052631579|8|11|0.7272727272727273|6|37|43|24|13|6|9|23|28|85|0.32941176470588235|16|45|0.3555555555555556|12|40|0.3|18|22|0.8181818181818182|15|36|51|16|15|8|6|16|5|167|104.0|1504.0|14.461538461538462|0.7980769230769231|0.4326923076923077|0.3653846153846153|0.1057692307692307|0.13253012048192772|0.4397590361445783|0.4741278389136034|0.14285714285714285|0.7115384615384616|0.125|0.2211538461538461|104.0|1376.0|13.23076923076923|0.8173076923076923|0.4326923076923077|0.3846153846153846|0.2115384615384615|0.25882352941176473|0.4|0.4786286731967943|0.28846153846153844|0.8571428571428571|0.1442307692307692|0.1538461538461538|0.048076923076923|0.8028846153846154|9453|NBA|2021-02-19|MIN|TOR|202021|2|Home|Away|30|15|15|30|12|18|0|1
121|105|1|-1|FT|48|42|89|0.4719101123595506|29|60|0.4833333333333333|13|29|0.4482758620689655|24|28|0.8571428571428571|18|35|53|26|17|10|7|16|42|92|0.4565217391304348|32|64|0.5|10|28|0.35714285714285715|11|15|0.7333333333333333|13|27|40|25|15|12|6|21|-16|226|104.0|1401.0|13.471153846153848|0.8557692307692307|0.5769230769230769|0.27884615384615385|0.2692307692307692|0.3146067415730337|0.5449438202247191|0.6357713324926441|0.4|0.7291666666666666|0.16346153846153846|0.15384615384615385|103.0|1479.0|14.359223300970873|0.8932038834951457|0.6213592233009708|0.27184466019417475|0.14563106796116504|0.16304347826086954|0.5108695652173914|0.5508919202518363|0.2708333333333333|0.6|0.14563106796116504|0.20388349514563106|-0.15458937198067632|1.0917874396135265|8538|NBA|2020-01-22|HOU|DEN|201920|2|Home|Away|43|22|21|44|23|21|0|0
124|122|1|-1|FT|48|52|91|0.5714285714285714|45|71|0.6338028169014085|7|20|0.35|13|22|0.5909090909090909|8|33|41|28|11|8|3|20|43|85|0.5058823529411764|25|43|0.5813953488372093|18|42|0.4285714285714285|18|27|0.6666666666666666|8|33|41|33|15|7|4|23|-2|246|104.0|1640.0|15.76923076923077|0.875|0.6826923076923077|0.1923076923076923|0.2115384615384615|0.2417582417582417|0.6098901098901099|0.6469115191986644|0.1951219512195122|0.8048780487804879|0.1057692307692307|0.1923076923076923|105.0|1240.0|11.80952380952381|0.8095238095238095|0.4095238095238095|0.4|0.2571428571428571|0.3176470588235294|0.611764705882353|0.670771937541236|0.1951219512195122|0.8048780487804879|0.1428571428571428|0.219047619047619|-0.0191387559808612|1.1770334928229664|10063|NBA|2021-05-12|LAL|HOU|202021|2|Home|Away|70|36|34|70|35|35|1|0
108|111|-1|1|FT|48|39|94|0.4148936170212766|20|43|0.4651162790697674|19|51|0.3725490196078432|11|17|0.6470588235294118|10|36|46|23|11|8|3|16|40|91|0.4395604395604396|24|50|0.48|16|41|0.3902439024390244|15|18|0.8333333333333334|11|41|52|27|15|5|5|19|3|219|109.0|1366.0|12.53211009174312|0.8623853211009175|0.3944954128440367|0.4678899082568807|0.1559633027522936|0.18085106382978725|0.5159574468085106|0.5524861878453039|0.19607843137254904|0.7659574468085106|0.1009174311926605|0.146788990825688|110.0|1514.0|13.763636363636364|0.8272727272727273|0.4545454545454545|0.3727272727272727|0.1636363636363636|0.1978021978021978|0.5274725274725275|0.5844566133108677|0.23404255319148934|0.8039215686274509|0.1363636363636363|0.1727272727272727|0.0273972602739726|1.0|9127|NBA|2021-01-05|POR|CHI|202021|2|Home|Away|7|3|4|8|4|4|0|0
116|137|-1|1|FT|48|45|86|0.5232558139534884|32|55|0.5818181818181818|13|31|0.41935483870967744|13|21|0.6190476190476191|8|32|40|23|14|6|6|21|48|85|0.5647058823529412|28|43|0.6511627906976745|20|42|0.4761904761904762|21|25|0.84|7|33|40|38|10|7|3|18|21|253|98.0|1455.0|14.846938775510207|0.8775510204081632|0.5612244897959183|0.3163265306122449|0.21428571428571427|0.2441860465116279|0.5988372093023255|0.640035312293092|0.1951219512195122|0.8205128205128205|0.14285714285714285|0.21428571428571427|97.0|1425.0|14.690721649484534|0.8762886597938144|0.4432989690721649|0.4329896907216495|0.25773195876288657|0.29411764705882354|0.6823529411764706|0.7569060773480663|0.1794871794871795|0.8048780487804879|0.10309278350515463|0.1855670103092784|0.2153846153846154|1.2974358974358975|7635|NBA|2019-03-20|NYK|UTA|201819|2|Home|Away|72|34|38|71|35|36|0|0
112|96|1|-1|FT|48|46|92|0.5|34|64|0.53125|12|28|0.42857142857142855|8|11|0.7272727272727273|9|34|43|28|12|11|4|16|37|88|0.4204545454545455|29|59|0.4915254237288136|8|29|0.27586206896551724|14|20|0.7|11|37|48|16|18|6|1|14|-16|208|103.0|1439.0|13.970873786407768|0.8932038834951457|0.6213592233009708|0.27184466019417475|0.10679611650485436|0.11956521739130435|0.5652173913043478|0.593094683329803|0.1956521739130435|0.7555555555555555|0.11650485436893206|0.1553398058252427|104.0|1441.0|13.855769230769232|0.8461538461538461|0.5673076923076923|0.27884615384615385|0.19230769230769232|0.2272727272727273|0.4659090909090909|0.5194805194805194|0.24444444444444444|0.8043478260869565|0.17307692307692307|0.1346153846153846|-0.15458937198067632|1.0048309178743962|6787|NBA|2018-11-16|MIN|POR|201819|2|Home|Away|16|8|8|15|9|6|0|0
110|120|-1|1|FT|48|40|94|0.425531914893617|29|52|0.5576923076923077|11|42|0.2619047619047619|19|22|0.8636363636363636|10|32|42|28|12|9|5|18|46|85|0.5411764705882353|35|54|0.6481481481481481|11|31|0.3548387096774194|17|24|0.7083333333333334|7|40|47|31|16|8|4|18|10|230|106.0|1663.0|15.68867924528302|0.8867924528301887|0.490566037735849|0.3962264150943396|0.2075471698113207|0.23404255319148934|0.4840425531914894|0.556454876568191|0.2|0.8205128205128205|0.1132075471698113|0.1698113207547169|105.0|1217.0|11.59047619047619|0.8095238095238095|0.5142857142857142|0.2952380952380952|0.2285714285714285|0.2823529411764706|0.6058823529411764|0.6645990252547629|0.1794871794871795|0.8|0.1523809523809524|0.1714285714285714|0.0947867298578199|1.0900473933649288|9707|NBA|2021-03-29|HOU|MEM|202021|2|Home|Away|46|23|23|44|24|20|0|0
113|106|1|-1|FT|48|37|79|0.4683544303797468|24|43|0.5581395348837209|13|36|0.3611111111111111|26|27|0.9629629629629628|6|37|43|16|10|6|5|18|43|89|0.4831460674157304|36|61|0.5901639344262295|7|28|0.25|13|17|0.7647058823529411|7|34|41|26|6|5|3|19|-7|219|100.0|1331.0|13.31|0.79|0.43|0.36|0.27|0.34177215189873417|0.5506329113924051|0.6651754179420768|0.15|0.8409090909090909|0.1|0.18|100.0|1549.0|15.49|0.89|0.61|0.28|0.17|0.19101123595505615|0.5224719101123596|0.5714901876213069|0.1590909090909091|0.85|0.06|0.19|-0.07|1.095|9744|NBA|2021-04-02|UTA|CHI|202021|2|Home|Away|48|23|25|47|25|22|0|0
116|137|-1|1|FT|48|42|89|0.4719101123595506|31|52|0.5961538461538461|11|37|0.2972972972972973|21|29|0.7241379310344828|9|34|43|26|20|6|5|20|54|100|0.54|44|72|0.6111111111111112|10|28|0.35714285714285715|19|25|0.76|13|38|51|38|13|10|5|22|21|253|111.0|1305.0|11.756756756756756|0.8018018018018018|0.4684684684684685|0.3333333333333333|0.2612612612612613|0.3258426966292135|0.5337078651685393|0.6080939400293562|0.1914893617021277|0.7234042553191491|0.18018018018018014|0.18018018018018014|112.0|1575.0|14.0625|0.8928571428571429|0.6428571428571429|0.25|0.22321428571428573|0.25|0.59|0.6492890995260664|0.2765957446808511|0.8085106382978723|0.11607142857142858|0.19642857142857145|0.18834080717488788|1.1345291479820627|8051|NBA|2019-11-15|MIN|WAS|201920|2|Home|Away|12|6|6|10|4|6|0|0
128|109|1|-1|FT|48|48|93|0.5161290322580645|34|63|0.5396825396825397|14|30|0.4666666666666667|18|21|0.8571428571428571|7|38|45|28|10|6|11|24|36|90|0.4|24|57|0.42105263157894735|12|33|0.3636363636363637|25|29|0.8620689655172413|10|33|43|20|11|5|5|20|-19|237|105.0|1490.0|14.190476190476188|0.8857142857142857|0.6|0.2857142857142857|0.2|0.2258064516129032|0.5913978494623656|0.6556033599672199|0.175|0.7916666666666666|0.09523809523809523|0.22857142857142854|106.0|1390.0|13.11320754716981|0.8490566037735849|0.5377358490566038|0.3113207547169811|0.2735849056603773|0.32222222222222224|0.4666666666666667|0.5654700145258352|0.20833333333333331|0.825|0.10377358490566037|0.18867924528301888|-0.18009478672985782|1.1232227488151658|7168|NBA|2019-01-08|LAC|CHO|201819|2|Home|Away|40|20|20|40|22|18|0|0
124|111|1|-1|FT|48|46|87|0.5287356321839081|32|56|0.5714285714285714|14|31|0.4516129032258064|18|32|0.5625|11|41|52|31|14|8|7|18|39|86|0.4534883720930232|23|47|0.4893617021276596|16|39|0.41025641025641024|17|23|0.7391304347826086|5|33|38|25|15|8|3|25|-13|235|106.0|1399.0|13.19811320754717|0.8207547169811321|0.5283018867924528|0.2924528301886792|0.3018867924528302|0.36781609195402293|0.6091954022988506|0.6592939174819226|0.25|0.8913043478260869|0.1320754716981132|0.1698113207547169|107.0|1481.0|13.841121495327103|0.8037383177570093|0.4392523364485981|0.3644859813084112|0.2149532710280373|0.26744186046511625|0.5465116279069767|0.6094882495058204|0.10869565217391304|0.75|0.1401869158878504|0.2336448598130841|-0.1220657276995305|1.1032863849765258|9064|NBA|2020-12-28|DEN|HOU|202021|2|Home|Away|3|3|0|2|0|2|0|0
120|116|1|-1|FT|48|42|79|0.5316455696202531|29|48|0.6041666666666666|13|31|0.41935483870967744|23|25|0.92|8|35|43|28|18|7|7|26|38|89|0.42696629213483145|26|53|0.490566037735849|12|36|0.3333333333333333|28|34|0.8235294117647058|14|25|39|24|10|11|4|20|-4|236|102.0|1349.0|13.225490196078429|0.7745098039215687|0.4705882352941176|0.30392156862745096|0.24509803921568624|0.3164556962025317|0.6139240506329114|0.7100591715976331|0.24242424242424246|0.7142857142857143|0.17647058823529413|0.2549019607843137|102.0|1531.0|15.009803921568627|0.8725490196078431|0.5196078431372549|0.35294117647058826|0.3333333333333333|0.3820224719101124|0.4943820224719101|0.6011608623548922|0.2857142857142857|0.7575757575757576|0.09803921568627452|0.19607843137254904|-0.0392156862745098|1.1568627450980393|8080|NBA|2019-11-19|SAC|PHO|201920|2|Home|Away|13|7|6|13|9|4|0|1
110|104|1|-1|FT|48|34|71|0.4788732394366197|24|46|0.5217391304347826|10|25|0.4|32|40|0.8|9|29|38|22|20|12|8|25|35|79|0.4430379746835443|23|44|0.5227272727272727|12|35|0.3428571428571428|22|25|0.88|10|30|40|26|22|9|3|24|-6|214|103.0|1350.0|13.106796116504857|0.6893203883495146|0.4466019417475728|0.2427184466019417|0.3883495145631068|0.5633802816901409|0.5492957746478874|0.6892230576441103|0.2307692307692307|0.7435897435897436|0.1941747572815534|0.2427184466019417|104.0|1530.0|14.711538461538462|0.7596153846153846|0.4230769230769231|0.3365384615384615|0.2403846153846154|0.3164556962025316|0.5189873417721519|0.6153846153846154|0.2564102564102564|0.7692307692307693|0.2115384615384615|0.2307692307692307|-0.0579710144927536|1.0338164251207729|9786|NBA|2021-04-08|MIA|LAL|202021|2|Home|Away|52|28|24|52|27|25|0|0
127|135|-1|1|FT|48|44|96|0.4583333333333333|30|65|0.4615384615384616|14|31|0.4516129032258064|25|31|0.8064516129032258|9|34|43|27|13|8|2|26|46|87|0.5287356321839081|29|44|0.6590909090909091|17|43|0.3953488372093023|26|34|0.7647058823529411|8|38|46|25|19|6|8|25|8|262|113.0|1495.0|13.230088495575224|0.8495575221238938|0.5752212389380531|0.2743362831858407|0.2743362831858407|0.3229166666666667|0.53125|0.6175841276016341|0.1914893617021277|0.8095238095238095|0.11504424778761063|0.23008849557522126|111.0|1385.0|12.477477477477475|0.7837837837837838|0.3963963963963964|0.38738738738738737|0.3063063063063063|0.3908045977011495|0.6264367816091954|0.714436917866215|0.19047619047619047|0.8085106382978723|0.17117117117117114|0.22522522522522526|0.07142857142857142|1.1696428571428572|8081|NBA|2019-11-20|ATL|MIL|201920|2|Home|Away|14|7|7|14|4|10|0|0
128|111|1|-1|FT|48|48|84|0.5714285714285714|37|57|0.6491228070175439|11|27|0.4074074074074074|21|24|0.875|9|37|46|32|23|11|7|24|36|85|0.4235294117647059|22|47|0.4680851063829787|14|38|0.3684210526315789|25|32|0.78125|11|23|34|22|18|12|4|22|-17|239|101.0|1488.0|14.732673267326732|0.8316831683168316|0.5643564356435643|0.2673267326732673|0.2376237623762376|0.2857142857142857|0.6369047619047619|0.7168458781362007|0.28125|0.7708333333333334|0.2277227722772277|0.2376237623762376|101.0|1392.0|13.782178217821784|0.8415841584158416|0.4653465346534654|0.3762376237623761|0.31683168316831684|0.3764705882352941|0.5058823529411764|0.6029986962190351|0.22916666666666666|0.71875|0.1782178217821782|0.21782178217821785|-0.16831683168316833|1.183168316831683|8263|NBA|2019-12-14|MEM|WAS|201920|2|Home|Away|26|15|11|24|10|14|1|0
112|94|1|-1|FT|48|37|84|0.4404761904761905|19|36|0.5277777777777778|18|48|0.375|20|22|0.9090909090909092|7|29|36|17|13|12|3|20|36|71|0.5070422535211268|26|49|0.5306122448979592|10|22|0.4545454545454545|12|22|0.5454545454545454|9|34|43|31|24|5|5|20|-18|206|95.0|1562.0|16.442105263157895|0.8842105263157894|0.37894736842105264|0.5052631578947369|0.23157894736842105|0.2619047619047619|0.5476190476190477|0.6303466906798739|0.17073170731707318|0.7631578947368421|0.1368421052631579|0.21052631578947367|97.0|1318.0|13.587628865979381|0.7319587628865979|0.5051546391752577|0.2268041237113402|0.2268041237113402|0.30985915492957744|0.5774647887323944|0.6197257383966245|0.2368421052631579|0.8292682926829268|0.24742268041237114|0.20618556701030927|-0.1875|1.0729166666666667|7213|NBA|2019-01-14|HOU|MEM|201819|2|Home|Away|43|22|21|43|20|23|1|0
127|119|1|-1|FT|53|41|76|0.5394736842105263|31|52|0.5961538461538461|10|24|0.4166666666666667|35|41|0.8536585365853658|6|30|36|22|13|7|3|23|45|90|0.5|31|58|0.5344827586206896|14|32|0.4375|15|22|0.6818181818181818|13|30|43|24|14|6|0|32|-8|246|109.0|1538.0|14.110091743119266|0.6972477064220184|0.4770642201834863|0.22018348623853207|0.3761467889908257|0.5394736842105263|0.6052631578947368|0.7468830863326277|0.16666666666666666|0.6976744186046512|0.11926605504587155|0.21100917431192664|108.0|1642.0|15.203703703703706|0.8333333333333334|0.5370370370370371|0.2962962962962963|0.2037037037037037|0.24444444444444444|0.5777777777777777|0.6273724167018135|0.3023255813953488|0.8333333333333334|0.12962962962962962|0.2962962962962963|-0.07373271889400923|1.1336405529953917|8052|NBA|2019-11-15|OKC|PHI|201920|2|Home|Away|12|8|4|12|4|8|0|0
136|135|1|-1|FT|53|52|118|0.4406779661016949|30|57|0.5263157894736842|22|61|0.3606557377049181|10|17|0.5882352941176471|15|43|58|36|9|10|10|13|48|116|0.4137931034482759|31|61|0.5081967213114754|17|55|0.3090909090909091|22|23|0.9565217391304348|22|49|71|30|16|6|3|20|-1|271|118.0|1622.0|13.745762711864407|1.0|0.4830508474576271|0.5169491525423728|0.1440677966101695|0.1440677966101695|0.5338983050847458|0.5585674388040086|0.234375|0.6615384615384615|0.07627118644067797|0.11016949152542373|118.0|1558.0|13.203389830508476|0.9830508474576272|0.5169491525423728|0.4661016949152542|0.19491525423728812|0.19827586206896552|0.4870689655172414|0.5575747563191805|0.3384615384615385|0.765625|0.13559322033898305|0.1694915254237288|-0.00847457627118644|1.1483050847457628|7712|NBA|2019-03-31|ATL|MIL|201819|2|Home|Away|77|39|38|77|38|39|0|0
104|90|1|-1|FT|48|41|84|0.4880952380952381|28|47|0.5957446808510638|13|37|0.35135135135135137|9|18|0.5|9|40|49|25|21|10|8|14|37|91|0.4065934065934066|27|56|0.4821428571428572|10|35|0.2857142857142857|6|10|0.6|6|34|40|22|15|7|3|18|-14|194|101.0|1160.0|11.485148514851485|0.8316831683168316|0.4653465346534654|0.3663366336633663|0.1782178217821782|0.21428571428571427|0.5654761904761905|0.5911778080945885|0.20930232558139536|0.8695652173913043|0.2079207920792079|0.13861386138613865|99.0|1720.0|17.373737373737377|0.9191919191919192|0.5656565656565656|0.35353535353535354|0.101010101010101|0.10989010989010987|0.4615384615384616|0.4828326180257511|0.13043478260869565|0.7906976744186046|0.15151515151515152|0.18181818181818185|-0.14|0.97|8109|NBA|2019-11-23|MIL|DET|201920|2|Home|Away|16|6|10|16|7|9|0|1
111|125|-1|1|FT|48|41|81|0.5061728395061729|30|50|0.6|11|31|0.3548387096774194|18|25|0.72|4|33|37|29|22|8|3|20|47|95|0.4947368421052632|34|66|0.5151515151515151|13|29|0.4482758620689655|18|23|0.7826086956521741|9|35|44|26|11|15|1|21|14|236|110.0|1364.0|12.4|0.7363636363636363|0.4545454545454545|0.2818181818181818|0.2272727272727272|0.308641975308642|0.5740740740740741|0.6416184971098265|0.10256410256410256|0.7857142857142857|0.2|0.1818181818181818|110.0|1516.0|13.78181818181818|0.8636363636363636|0.6|0.2636363636363636|0.209090909090909|0.24210526315789474|0.5631578947368421|0.6246252248650811|0.21428571428571427|0.8974358974358975|0.1|0.1909090909090909|0.1272727272727272|1.0727272727272728|9536|NBA|2021-03-02|WAS|MEM|202021|2|Home|Away|33|16|17|31|17|14|0|0
107|99|1|-1|FT|48|41|90|0.4555555555555556|32|62|0.5161290322580645|9|28|0.32142857142857145|16|20|0.8|11|40|51|30|15|6|7|22|39|96|0.40625|32|61|0.5245901639344263|7|35|0.2|14|19|0.7368421052631579|11|30|41|26|11|10|4|19|-8|206|106.0|1482.0|13.981132075471699|0.8490566037735849|0.5849056603773585|0.2641509433962264|0.18867924528301888|0.2222222222222222|0.5055555555555555|0.5667372881355932|0.2682926829268293|0.7843137254901961|0.14150943396226415|0.2075471698113208|106.0|1398.0|13.18867924528302|0.9056603773584906|0.5754716981132075|0.330188679245283|0.1792452830188679|0.19791666666666666|0.4427083333333333|0.494110600918347|0.21568627450980396|0.7317073170731707|0.10377358490566037|0.1792452830188679|-0.07547169811320754|0.9716981132075472|7001|NBA|2018-12-15|PHO|MIN|201819|2|Home|Away|30|16|14|29|15|14|0|0
101|104|-1|1|FT|48|40|88|0.4545454545454545|28|52|0.5384615384615384|12|36|0.3333333333333333|9|14|0.6428571428571429|6|39|45|23|12|4|4|19|36|90|0.4|22|61|0.3606557377049181|14|29|0.4827586206896552|18|20|0.9|10|38|48|19|11|9|4|19|3|205|106.0|1451.0|13.68867924528302|0.8301886792452831|0.490566037735849|0.33962264150943394|0.1320754716981132|0.1590909090909091|0.5227272727272727|0.554457619675011|0.13636363636363635|0.7959183673469388|0.11320754716981132|0.1792452830188679|105.0|1429.0|13.609523809523811|0.8571428571428571|0.580952380952381|0.2761904761904762|0.19047619047619047|0.2222222222222222|0.4777777777777778|0.5508474576271186|0.20408163265306126|0.8636363636363636|0.10476190476190476|0.18095238095238092|0.02843601895734597|0.9715639810426541|7801|NBA|2019-04-13|TOR|ORL|201819|4|Home|Away|83|42|41|83|41|42|0|0
115|101|1|-1|FT|48|44|82|0.5365853658536586|29|44|0.6590909090909091|15|38|0.3947368421052632|12|16|0.75|4|33|37|35|11|6|3|20|35|74|0.472972972972973|25|43|0.5813953488372093|10|31|0.3225806451612903|21|25|0.84|5|30|35|25|15|7|4|15|-14|216|95.0|1446.0|15.221052631578948|0.8631578947368421|0.4631578947368421|0.4|0.1684210526315789|0.1951219512195122|0.6280487804878049|0.6723573433115061|0.1176470588235294|0.8684210526315791|0.1157894736842105|0.2105263157894736|92.0|1434.0|15.58695652173913|0.8043478260869565|0.4673913043478261|0.3369565217391304|0.2717391304347826|0.33783783783783783|0.5405405405405406|0.6352201257861635|0.13157894736842105|0.8823529411764706|0.1630434782608695|0.1630434782608695|-0.1497326203208556|1.1550802139037433|9746|NBA|2021-04-03|MIA|CLE|202021|2|Home|Away|50|26|24|49|24|25|0|0
116|102|1|-1|FT|48|50|92|0.5434782608695652|37|58|0.6379310344827587|13|34|0.38235294117647056|3|8|0.375|13|42|55|36|24|11|11|21|36|96|0.375|29|66|0.4393939393939394|7|30|0.2333333333333333|23|29|0.7931034482758621|12|28|40|23|15|19|4|15|-14|218|108.0|1396.0|12.925925925925926|0.8518518518518519|0.5370370370370371|0.3148148148148148|0.07407407407407407|0.08695652173913042|0.6141304347826086|0.6186006825938566|0.3170731707317073|0.7777777777777778|0.2222222222222222|0.19444444444444445|109.0|1484.0|13.614678899082568|0.8807339449541285|0.6055045871559633|0.27522935779816515|0.26605504587155965|0.3020833333333333|0.4114583333333333|0.4981441687829655|0.2222222222222222|0.6829268292682927|0.13761467889908258|0.13761467889908258|-0.12903225806451613|1.0046082949308757|7728|NBA|2019-04-02|GSW|DEN|201819|2|Home|Away|77|39|38|77|38|39|0|0
124|106|1|-1|FT|48|48|89|0.5393258426966292|37|56|0.6607142857142857|11|33|0.3333333333333333|17|23|0.7391304347826086|13|39|52|37|18|9|5|21|39|90|0.43333333333333335|33|58|0.5689655172413793|6|32|0.1875|22|27|0.8148148148148148|11|28|39|21|17|5|4|20|-18|230|104.0|1515.0|14.567307692307693|0.8557692307692307|0.5384615384615384|0.3173076923076923|0.22115384615384612|0.25842696629213485|0.6011235955056179|0.6591537316606422|0.3170731707317073|0.78|0.17307692307692307|0.20192307692307693|103.0|1365.0|13.252427184466018|0.8737864077669902|0.5631067961165048|0.3106796116504854|0.2621359223300971|0.3|0.4666666666666667|0.552428601209089|0.22|0.6829268292682927|0.1650485436893204|0.1941747572815534|-0.17391304347826084|1.1111111111111112|7678|NBA|2019-03-26|LAL|WAS|201819|2|Home|Away|74|37|37|75|38|37|0|0
124|106|1|-1|FT|48|46|89|0.5168539325842697|29|46|0.6304347826086957|17|43|0.3953488372093023|15|24|0.625|12|38|50|27|14|7|4|17|37|92|0.4021739130434783|24|54|0.4444444444444444|13|38|0.34210526315789475|19|21|0.9047619047619048|11|28|39|29|11|11|2|20|-18|230|97.0|1383.0|14.257731958762887|0.9175257731958762|0.4742268041237113|0.4432989690721649|0.2474226804123711|0.2696629213483146|0.6123595505617978|0.6576156130674586|0.3|0.7755102040816326|0.1443298969072164|0.1752577319587628|97.0|1497.0|15.43298969072165|0.9484536082474226|0.5567010309278351|0.3917525773195876|0.2164948453608247|0.22826086956521735|0.4728260869565217|0.5485406748085282|0.22448979591836732|0.7|0.1134020618556701|0.2061855670103092|-0.1855670103092783|1.1855670103092784|9277|NBA|2021-01-27|NOP|WAS|202021|2|Home|Away|16|6|10|14|6|8|0|1
103|109|-1|1|FT|48|38|85|0.4470588235294118|22|43|0.5116279069767442|16|42|0.3809523809523809|11|15|0.7333333333333333|10|34|44|23|12|8|2|20|40|83|0.4819277108433735|27|48|0.5625|13|35|0.37142857142857133|16|20|0.8|6|38|44|25|11|6|1|15|6|212|101.0|1406.0|13.92079207920792|0.8415841584158416|0.4257425742574257|0.4158415841584158|0.1485148514851485|0.17647058823529413|0.5411764705882353|0.5832389580973952|0.20833333333333331|0.85|0.1188118811881188|0.198019801980198|100.0|1474.0|14.74|0.83|0.48|0.35|0.2|0.24096385542168675|0.5602409638554217|0.6235697940503432|0.15|0.7916666666666666|0.11|0.15|0.0597014925373134|1.054726368159204|9365|NBA|2021-02-07|NYK|MIA|202021|2|Home|Away|25|11|14|23|13|10|1|0
129|120|1|-1|FT|48|48|90|0.5333333333333333|37|65|0.5692307692307692|11|25|0.44|22|27|0.8148148148148148|9|33|42|32|15|6|4|17|46|95|0.4842105263157895|34|57|0.5964912280701754|12|38|0.3157894736842105|16|20|0.8|8|34|42|22|15|11|2|25|-9|249|111.0|1589.0|14.315315315315313|0.8108108108108109|0.5855855855855856|0.22522522522522526|0.2432432432432433|0.3|0.5944444444444444|0.6722951844903065|0.20930232558139536|0.8048780487804879|0.13513513513513514|0.15315315315315314|110.0|1291.0|11.736363636363635|0.8636363636363636|0.5181818181818182|0.34545454545454546|0.18181818181818185|0.21052631578947367|0.5473684210526316|0.6036217303822937|0.1951219512195122|0.7906976744186046|0.13636363636363635|0.2272727272727273|-0.08144796380090498|1.1266968325791855|8857|NBA|2020-07-31|SAS|SAC|201920|2|Home|Away|64|31|33|65|31|34|0|0
