uuid|season|g_type|date|team1|team2|year|month|day|t1_loc|t1_sea_g_played|t1_sea_g_played_h|t1_sea_g_played_a|t1_rest_day|t1_b2b|t2_loc|t2_sea_g_played|t2_sea_g_played_h|t2_sea_g_played_a|t2_rest_day|t2_b2b|league
4751|201617|2|2017-02-10|PHO|CHI|2017|2|5|Home|54|26|28|1|0|Away|54|26|28|1|0|NBA
3491|201516|2|2016-02-26|ATL|CHI|2016|2|5|Home|59|30|29|3|0|Away|57|29|28|1|0|NBA
3892|201516|4|2016-04-25|OKC|DAL|2016|4|1|Home|87|44|43|1|0|Away|87|43|44|1|0|NBA
9733|202021|2|2021-04-01|NOP|ORL|2021|4|4|Home|47|26|21|2|0|Away|48|25|23|1|0|NBA
9251|202021|2|2021-01-23|PHO|DEN|2021|1|6|Home|15|6|9|0|1|Away|16|9|7|0|1|NBA
2325|201415|2|2015-03-18|DAL|ORL|2015|3|3|Home|69|35|34|1|0|Away|70|33|37|0|1|NBA
6803|201819|2|2018-11-18|ORL|NYK|2018|11|7|Home|17|11|6|0|1|Away|17|7|10|1|0|NBA
398|201314|2|2013-12-21|NYK|MEM|2013|12|6|Home|26|14|12|2|0|Away|26|15|11|2|0|NBA
875|201314|2|2014-03-01|MEM|CLE|2014|3|6|Home|58|32|26|0|1|Away|61|30|31|0|1|NBA
10814|202122|2|2022-01-13|MIL|GSW|2022|1|4|Home|44|21|23|2|0|Away|41|21|20|1|0|NBA
10341|202122|2|2021-11-08|DAL|NOP|2021|11|1|Home|10|6|4|1|0|Away|11|4|7|2|0|NBA
271|201314|2|2013-12-04|HOU|PHO|2013|12|3|Home|20|11|9|1|0|Away|19|8|11|0|1|NBA
11011|202122|2|2022-02-08|SAC|MIN|2022|2|2|Home|56|31|25|2|0|Away|54|26|28|1|0|NBA
8973|201920|4|2020-08-25|LAC|DAL|2020|8|2|Home|77|39|38|1|0|Away|80|40|40|1|0|NBA
10486|202122|2|2021-11-27|BRK|PHO|2021|11|6|Home|20|10|10|2|0|Away|20|10|10|0|1|NBA
7339|201819|2|2019-02-01|MIA|OKC|2019|2|5|Home|50|26|24|1|0|Away|51|24|27|2|0|NBA
9058|202021|2|2020-12-27|NOP|SAS|2020|12|7|Home|3|1|2|1|0|Away|3|1|2|0|1|NBA
4102|201617|2|2016-11-15|MIN|CHO|2016|11|2|Home|10|5|5|1|0|Away|10|5|5|1|0|NBA
4300|201617|2|2016-12-10|WAS|MIL|2016|12|6|Home|22|13|9|1|0|Away|22|14|8|0|1|NBA
6056|201718|2|2018-02-06|NYK|MIL|2018|2|2|Home|55|27|28|1|0|Away|53|27|26|1|0|NBA
7343|201819|2|2019-02-02|CLE|DAL|2019|2|6|Home|53|26|27|3|0|Away|52|25|27|1|0|NBA
7492|201819|2|2019-02-28|NYK|CLE|2019|2|4|Home|62|31|31|1|0|Away|62|32|30|2|0|NBA
8126|201920|2|2019-11-25|MIA|CHO|2019|11|1|Home|16|7|9|1|0|Away|18|8|10|1|0|NBA
8400|201920|2|2020-01-03|PHO|NYK|2020|1|5|Home|35|19|16|1|0|Away|35|17|18|1|0|NBA
3603|201516|2|2016-03-12|ATL|MEM|2016|3|6|Home|66|32|34|1|0|Away|66|34|32|0|1|NBA
7190|201819|2|2019-01-11|MIN|DAL|2019|1|5|Home|42|21|21|2|0|Away|42|20|22|1|0|NBA
276|201314|2|2013-12-05|BRK|NYK|2013|12|4|Home|19|8|11|1|0|Away|17|8|9|3|0|NBA
2050|201415|2|2015-02-04|GSW|DAL|2015|2|3|Home|47|25|22|0|1|Away|51|23|28|1|0|NBA
4797|201617|2|2017-02-23|DET|CHO|2017|2|4|Home|58|29|29|3|0|Away|57|29|28|3|0|NBA
10846|202122|2|2022-01-17|MIA|TOR|2022|1|1|Home|44|19|25|1|0|Away|41|23|18|1|0|NBA
2078|201415|2|2015-02-07|NYK|GSW|2015|2|6|Home|51|26|25|0|1|Away|49|25|24|0|1|NBA
85|201314|2|2013-11-09|ATL|ORL|2013|11|6|Home|6|2|4|1|0|Away|7|4|3|0|1|NBA
11273|202122|2|2022-03-22|MIL|CHI|2022|3|2|Home|72|37|35|2|0|Away|72|36|36|0|1|NBA
3243|201516|2|2016-01-17|OKC|MIA|2016|1|7|Home|42|25|17|1|0|Away|41|23|18|1|0|NBA
9841|202021|2|2021-04-14|PHI|BRK|2021|4|3|Home|55|26|29|1|0|Away|54|28|26|0|1|NBA
9751|202021|2|2021-04-03|UTA|ORL|2021|4|6|Home|49|24|25|0|1|Away|49|25|24|1|0|NBA
7870|201819|4|2019-05-20|POR|GSW|2019|5|1|Home|98|49|49|1|0|Away|98|49|49|1|0|NBA
3991|201617|2|2016-10-31|TOR|DEN|2016|10|1|Home|3|3|0|2|0|Away|3|1|2|1|0|NBA
2442|201415|2|2015-04-02|CLE|MIA|2015|4|4|Home|76|37|39|3|0|Away|75|37|38|1|0|NBA
6105|201718|2|2018-02-13|OKC|CLE|2018|2|2|Home|58|30|28|1|0|Away|56|27|29|1|0|NBA
10030|202021|2|2021-05-08|PHI|DET|2021|5|6|Home|68|34|34|0|1|Away|68|32|36|1|0|NBA
8194|201920|2|2019-12-04|UTA|LAL|2019|12|3|Home|22|10|12|1|0|Away|22|11|11|0|1|NBA
280|201314|2|2013-12-06|BOS|DEN|2013|12|5|Home|21|10|11|2|0|Away|19|8|11|1|0|NBA
3266|201516|2|2016-01-20|ORL|PHI|2016|1|3|Home|41|22|19|1|0|Away|44|19|25|1|0|NBA
6682|201819|2|2018-11-01|PHI|LAC|2018|11|4|Home|9|5|4|1|0|Away|8|4|4|1|0|NBA
2780|201516|2|2015-11-15|OKC|BOS|2015|11|7|Home|10|6|4|1|0|Away|9|6|3|1|0|NBA
7104|201819|2|2018-12-30|LAL|SAC|2018|12|7|Home|37|19|18|1|0|Away|36|17|19|2|0|NBA
6876|201819|2|2018-11-28|LAC|PHO|2018|11|3|Home|20|10|10|2|0|Away|21|10|11|0|1|NBA
2541|201415|2|2015-04-15|HOU|UTA|2015|4|3|Home|82|41|41|1|0|Away|82|41|41|1|0|NBA
8504|201920|2|2020-01-17|TOR|WAS|2020|1|5|Home|41|22|19|1|0|Away|41|19|22|1|0|NBA
3932|201516|4|2016-05-22|OKC|GSW|2016|5|7|Home|96|48|48|3|0|Away|95|49|46|3|0|NBA
1574|201415|2|2014-12-02|CLE|MIL|2014|12|2|Home|16|10|6|2|0|Away|19|8|11|2|0|NBA
6047|201718|2|2018-02-05|IND|WAS|2018|2|1|Home|55|30|25|1|0|Away|53|26|27|1|0|NBA
1213|201314|2|2014-04-14|WAS|MIA|2014|4|1|Home|81|41|40|1|0|Away|81|40|41|1|0|NBA
10940|202122|2|2022-01-30|MIL|DEN|2022|1|7|Home|52|27|25|1|0|Away|49|22|27|1|0|NBA
262|201314|2|2013-12-03|BRK|DEN|2013|12|2|Home|18|7|11|2|0|Away|17|8|9|1|0|NBA
6501|201718|4|2018-04-18|OKC|UTA|2018|4|3|Home|84|43|41|2|0|Away|84|41|43|2|0|NBA
7172|201819|2|2019-01-08|PHO|SAC|2019|1|2|Home|42|23|19|1|0|Away|41|21|20|0|1|NBA
4369|201617|2|2016-12-20|MIL|CLE|2016|12|2|Home|26|16|10|3|0|Away|26|15|11|2|0|NBA
460|201314|2|2013-12-31|CHI|TOR|2013|12|2|Home|30|14|16|0|1|Away|29|13|16|2|0|NBA
8879|201920|2|2020-08-04|MIL|BRK|2020|8|2|Home|68|33|35|1|0|Away|67|34|33|1|0|NBA
6731|201819|2|2018-11-08|OKC|HOU|2018|11|4|Home|11|6|5|0|1|Away|10|4|6|2|0|NBA
7523|201819|2|2019-03-04|SAC|NYK|2019|3|1|Home|63|33|30|2|0|Away|64|31|33|0|1|NBA
4431|201617|2|2016-12-29|CHO|MIA|2016|12|4|Home|33|17|16|0|1|Away|33|17|16|1|0|NBA
8333|201920|2|2019-12-23|SAC|HOU|2019|12|1|Home|30|12|18|1|0|Away|30|14|16|1|0|NBA
9364|202021|2|2021-02-07|LAC|SAC|2021|2|7|Home|25|12|13|1|0|Away|23|13|10|0|1|NBA
4341|201617|2|2016-12-16|TOR|ATL|2016|12|5|Home|26|15|11|1|0|Away|26|12|14|2|0|NBA
1493|201415|2|2014-11-21|DAL|LAL|2014|11|5|Home|13|7|6|1|0|Away|13|6|7|1|0|NBA
7857|201819|4|2019-05-08|GSW|HOU|2019|5|3|Home|93|47|46|1|0|Away|92|46|46|1|0|NBA
10742|202122|2|2022-01-03|POR|ATL|2022|1|1|Home|36|21|15|2|0|Away|36|17|19|2|0|NBA
